Number,Date,Text
4646,2020-07-09,"COVID-19 has left many of us isolated from friends, but we’re also separated from our families, especially our elderly loved ones. See five methods that can help you stay in touch with your loved ones struggling with #dementia during the #pandemic. ⤵️"
4647,2020-07-02,It’s not friendly to America’s allies either. It’s shortsighted and self harming. Why would a sane person suggest exploring disinfectant as an ingestant to cure COVID. You’re saying he has no dementia?
4648,2020-07-02,"If you have any relatives/friends with dementia, this will sound very familiar. Plus rather odd to compare countries that have beaten COVID to were the US is now (at least, that's what I think he is saying)"
4649,2020-06-25,"2 years ago, Dementia Friendly Community Keighley ran a #DementiaFriends Session for staff in the local Brown Cow pub. Ever since, the pub holds weekly evenings for people affected by dementia to have a drink  and  chat. Despite Covid-19 closing the pub, the socials continue on Zoom! "
4650,2020-06-24,Many thanks to our friends @waitrose in #Warminster who have offered us a donation of £333 in lieu of their monthly green token scheme which isn't currently running due to Covid-19. We're so grateful you are still thinking of us! @WiltsHour @GMorrisonCEM #dementia #fundraising
4651,2020-06-22,STUDENTS from Warrington are taking part in a pen pal project to befriend people living with dementia during the COVID-19 lockdown.. 
4652,2020-06-21,Let’s see COVID scare. Threats of death from your ANTIFA friends and hackers with fake RSVPs. Btw how was your dementia leaders rally.
4653,2020-06-21,"At the same time as this launch, we kicked off a new project —> based on these guidelines, we’ve developed a Dementia-Friendly Hospital Audit Tool. COVID-19 spoiled our launch in April 2020, but we will be sharing more on this work very soon, including the final audit tool."
4654,2020-06-19,"FREE webinar next week (6/25) on ""Caring for the Caregiver: Addressing Caregiver Challenges with Alzheimer’s & Dementia during COVID-19"" hosted by our partners @MABizRoundtable! @Mass_EOEA @masscoa @alzheimersmanh #AgeFriendly #DementiaFriendly"
4655,2020-06-18,"Invite your Twitter friends who are living with dementia to follow @thredcic during COVID. By people living with dementia, for people living with dementia. #Dementia #Alzheimers #DiverseAlz"
4656,2020-06-12,Calling for tablets to be loaned to help patients connect during difficult and isolating times due to the Covid 19 pandemic #selfisolating #shielding #lockdown #olderadults #helpandsupport #dementia #DementiaFriends #PlayYourPart @PHE_uk @Microsoft @Apple @SamsungUK
4657,2020-06-12,The reality is that Covid 19 is on Death Certs without evidence. We have personal experience. Niece’s boyfriends Gran recently passed away. Dementia with Possible Covid was on Death Cert. When challenged it was agreed that Civid would be removed. Many others have accepted it.
4658,2020-06-11,"Question 6 How useful is this concept of dementia friendly post covid age? See reference on timeline to dementia friendly research and reactions to plight of older people during covid, that could be extended to people w dementia. #diversealz For discussion points see @dr_shibley"
4659,2020-06-06,"In this month’s newsletter, we address Dementia  and  Health Disparities and Staying Safe during COVID-19. We encourage and hope this information leads to dialogue and action within your faith communities. #DementiaFriendlyFaithVillages #Blackhealthmatters #faithcommunity"
4660,2020-06-04,People with #dementia and their carers should be included in conversations on #HealthData and #DataSharing - during the #COVID-19 pandemic and beyond. We should provide them with dementia-friendly tools that enable inclusion @AlzheimerEurope #DSLChat 2/2
4661,2020-06-04,Have a look at this great flash report from @LifeChangesTrst full of responses to keep connected during Covid-19 from the #dementia community (I helped @grampianlnclct with the project on P8) #DementiaAwarenessWeek2020 #dementiafriendlycommunities #weavingflowers #wovenflowers
4662,2020-06-01,"Friends & I delivered hearts & a dementia muff to give out to the residents of a nursing home where we do CoE services. It is finally COVID free, but many residents, as well as staff members, have died. You cannot #love people enough in the time you have with them. #sayitoutloud"
4663,2020-05-30,POSS Covid has become a 'go to' contributory cause on death certs of some untested people dying with severe dementia or terminal cancer etc. Others are picking up COVID in hospitals while in end of life care. Replacing that 'old man's friend' pneumonia as the usual complication.
4664,2020-05-28,"2/4 Heard about fantastic local work from the Crich Area Covid-19 Mutual Aid Group,  and  the Crich Area Dementia Friends group. Had update on national  and  regional NHS picture,  and  how the Practice has managed during the pandemic."
4665,2020-05-26,Haven’t watched updates for a few days - have journalists asked why all care home deaths are being registered as Covid whether they had cases in the home or not? Spoke to a friend who lost her mum to dementia last week but has been advised death cert will list covid. #Covid19UK
4666,2020-05-25,"To your point, we must do it together! Also, I must add that I am sorry about your mom, both her COVID infection and her dementia. I recently lost a dear friend, 59 y/o to dementia. It is a terrible disease. Hugs!"
4667,2020-05-24,"I’ve been so angry all weekend (FiL has dementia and his home went into lockdown 2 weeks before anything else did, so we haven’t seen him for 12 weeks  and  he’d only gone into the home 2 weeks before the home’s lockdown. And best friend’s Dad has died (not Covid) and she just 1/2"
4668,2020-05-23,"Well said. I know dementia careworkers who, with Covid, spent days separated from their child in a separate room (speaking via WhatsApp, with friends delivering food to the door) until they could return to residents and provide care. This man is a disgrace"
4669,2020-05-22,"A friend's dad passed at 91 after a long battle with dementia. His death had been expected for months. Of course he picked up COVID-19 on his death bed, so that's what cause of death was."
4670,2020-05-22,#Quiz ready using our new #Facebook #portal a #wonderful way to #communicate with our other #homes ❤️ #winners #groupactivities #SocialDistanacing #Covid_19 #FridayThoughts #fridaymorning #FridayVibes #godstone #surrey #dementia 🌈😍👏 #sunshine #musicquiz #carehome #friendship🥰
4671,2020-05-21,"Question 1: Has covid-19 helped to build friendships - people keeping in touch and let's think, primarily, about dementia here. #diversealz"
4672,2020-05-21,It's #MentalHealthAwarenessWeek and we will be discussing why #KindnessMatters and how friends can be the biggest support in #dementia during #covid. Join the chat #DiverseAlz
4673,2020-05-21,"#Diversealz Thurs: friendships, communities and dementia and let's add COVID-19. Have interactions changed in anyway and what about the future, post covid? 8pmBST, 3pmET"
